step_idx,timestamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,dvl_vel_x,dvl_vel_y,dvl_vel_z,dvl_alt,imu_orient_x,imu_orient_y,imu_orient_z,imu_orient_w,imu_gyro_x,imu_gyro_y,imu_gyro_z,imu_accel_x,imu_accel_y,imu_accel_z
10,9.992,2.909,0.851,10.067,-0.004,-0.017,0.332,0.943,0.000,0.000,0.000,-1.000,-0.004,-0.017,0.332,0.943,0.002,-0.002,0.082,-0.297,0.208,-9.807
11,11.161,3.185,1.083,10.814,-0.003,-0.017,0.377,0.926,0.000,0.000,0.000,-1.000,-0.003,-0.017,0.377,0.926,0.002,-0.002,0.084,-0.296,0.209,-9.807
12,12.331,3.463,1.349,11.344,-0.018,0.017,0.377,0.926,0.000,0.000,0.000,-1.000,-0.018,0.017,0.377,0.926,0.001,0.034,-0.004,0.534,0.215,-9.954
13,13.501,3.806,1.686,11.639,-0.014,0.007,0.375,0.927,0.000,0.000,0.000,-1.000,-0.014,0.007,0.375,0.927,0.000,-0.019,-0.003,0.274,0.209,-9.875
14,14.303,4.070,1.945,11.780,-0.015,0.010,0.374,0.927,0.000,0.000,0.000,-1.000,-0.015,0.010,0.374,0.927,0.000,0.025,-0.002,0.336,0.207,-9.850
15,15.038,4.329,2.197,11.882,-0.018,0.016,0.374,0.927,0.000,0.000,0.000,-1.000,-0.018,0.016,0.374,0.927,0.000,0.003,-0.002,0.449,0.206,-9.834
16,16.208,4.778,2.633,12.010,-0.016,0.012,0.373,0.928,0.000,0.000,0.000,-1.000,-0.016,0.012,0.373,0.928,0.000,0.000,-0.002,0.361,0.205,-9.822
17,17.347,5.223,3.062,12.104,-0.017,0.016,0.372,0.928,0.000,0.000,0.000,-1.000,-0.017,0.016,0.372,0.928,0.000,0.004,-0.002,0.426,0.204,-9.813
18,18.449,5.667,3.489,12.177,-0.017,0.015,0.371,0.928,0.000,0.000,0.000,-1.000,-0.017,0.015,0.371,0.928,0.000,-0.002,-0.002,0.405,0.204,-9.808
19,19.251,5.996,3.804,12.223,-0.017,0.015,0.370,0.929,0.000,0.000,0.000,-1.000,-0.017,0.015,0.370,0.929,0.000,0.003,-0.001,0.412,0.204,-9.806
20,19.953,6.287,4.081,12.260,-0.018,0.016,0.370,0.929,0.000,0.000,0.000,-1.000,-0.018,0.016,0.370,0.929,0.000,0.001,-0.001,0.426,0.204,-9.804
21,20.721,6.608,4.387,12.298,-0.018,0.016,0.369,0.929,0.000,0.000,0.000,-1.000,-0.018,0.016,0.369,0.929,0.000,-0.001,-0.001,0.421,0.204,-9.803
22,21.423,6.903,4.667,12.330,-0.018,0.016,0.369,0.929,0.000,0.000,0.000,-1.000,-0.018,0.016,0.369,0.929,0.000,0.001,-0.001,0.419,0.203,-9.802
23,22.192,7.228,4.975,12.363,-0.018,0.016,0.368,0.929,0.000,0.000,0.000,-1.000,-0.018,0.016,0.368,0.929,0.000,0.001,-0.001,0.425,0.203,-9.801
24,22.927,7.539,5.270,12.394,-0.018,0.016,0.368,0.930,0.000,0.000,0.000,-1.000,-0.018,0.016,0.368,0.930,0.000,-0.000,-0.001,0.425,0.203,-9.801
25,23.696,7.866,5.578,12.425,-0.018,0.016,0.367,0.930,0.000,0.000,0.000,-1.000,-0.018,0.016,0.367,0.930,0.000,0.000,-0.001,0.423,0.203,-9.800
26,24.397,8.165,5.859,12.453,-0.018,0.016,0.367,0.930,0.000,0.000,0.000,-1.000,-0.018,0.016,0.367,0.930,0.000,0.000,-0.001,0.425,0.203,-9.800
27,25.166,8.494,6.168,12.482,-0.018,0.016,0.366,0.930,0.000,0.000,0.000,-1.000,-0.018,0.016,0.366,0.930,0.000,0.000,-0.001,0.426,0.203,-9.799
28,25.868,8.794,6.449,12.509,-0.018,0.016,0.366,0.930,0.000,0.000,0.000,-1.000,-0.018,0.016,0.366,0.930,0.000,-0.000,-0.001,0.426,0.203,-9.799
29,27.004,9.281,6.904,12.552,-0.018,0.016,0.365,0.931,0.000,0.000,0.000,-1.000,-0.018,0.016,0.365,0.931,0.000,0.000,-0.001,0.426,0.203,-9.799
30,27.773,9.625,7.226,12.581,-0.018,0.016,0.365,0.931,0.000,0.000,0.000,-1.000,-0.018,0.016,0.365,0.931,0.000,0.000,-0.001,0.427,0.203,-9.799
31,28.475,9.927,7.507,12.607,-0.018,0.016,0.364,0.931,0.000,0.000,0.000,-1.000,-0.018,0.016,0.364,0.931,0.000,0.000,-0.001,0.427,0.203,-9.799
32,29.243,10.258,7.814,12.635,-0.018,0.016,0.364,0.931,0.000,0.000,0.000,-1.000,-0.018,0.016,0.364,0.931,0.000,0.000,-0.001,0.427,0.203,-9.799
33,29.945,10.561,8.094,12.661,-0.018,0.017,0.363,0.931,0.000,0.000,0.000,-1.000,-0.018,0.017,0.363,0.931,0.000,0.000,-0.001,0.427,0.203,-9.799
34,30.747,10.908,8.415,12.690,-0.018,0.017,0.363,0.932,0.000,0.000,0.000,-1.000,-0.018,0.017,0.363,0.932,0.000,0.000,-0.001,0.427,0.203,-9.799
35,31.453,11.211,8.695,12.715,-0.018,0.017,0.362,0.932,0.000,0.000,0.000,-1.000,-0.018,0.017,0.362,0.932,0.000,0.000,-0.001,0.428,0.203,-9.799
36,32.221,11.540,8.998,12.744,-0.028,0.043,0.362,0.931,0.000,0.000,0.000,-1.000,-0.028,0.043,0.362,0.931,-0.000,0.093,0.000,0.985,0.203,-9.761
37,32.923,11.838,9.272,12.770,-0.032,0.053,0.361,0.930,0.000,0.000,0.000,-1.000,-0.032,0.053,0.361,0.930,-0.000,-0.032,0.000,1.191,0.204,-9.744
38,33.693,12.165,9.573,12.794,-0.025,0.035,0.362,0.931,0.000,0.000,0.000,-1.000,-0.025,0.035,0.362,0.931,-0.000,-0.035,0.000,0.808,0.204,-9.773
39,34.393,12.463,9.846,12.816,-0.025,0.036,0.362,0.931,0.000,0.000,0.000,-1.000,-0.025,0.036,0.362,0.931,-0.000,0.031,0.000,0.839,0.204,-9.771
40,35.196,12.802,10.158,12.842,-0.029,0.045,0.362,0.931,0.000,0.000,0.000,-1.000,-0.029,0.045,0.362,0.931,-0.000,0.004,0.000,1.029,0.204,-9.757
41,35.898,13.100,10.431,12.863,-0.027,0.041,0.362,0.931,0.000,0.000,0.000,-1.000,-0.027,0.041,0.362,0.931,-0.000,-0.019,0.000,0.939,0.204,-9.764
42,36.666,13.426,10.731,12.885,-0.026,0.038,0.362,0.931,0.000,0.000,0.000,-1.000,-0.026,0.038,0.362,0.931,-0.000,0.005,0.000,0.882,0.204,-9.767
43,37.368,13.723,11.004,12.906,-0.027,0.041,0.362,0.931,0.000,0.000,0.000,-1.000,-0.027,0.041,0.362,0.931,-0.000,0.008,0.000,0.949,0.204,-9.763
44,38.471,14.190,11.434,12.939,-0.027,0.041,0.363,0.931,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.931,-0.000,-0.006,0.000,0.931,0.204,-9.764
45,39.239,14.530,11.746,12.962,-0.027,0.040,0.363,0.931,0.000,0.000,0.000,-1.000,-0.027,0.040,0.363,0.931,-0.000,0.002,0.000,0.918,0.204,-9.765
46,39.974,14.841,12.033,12.983,-0.027,0.041,0.363,0.931,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.931,-0.000,0.002,0.000,0.941,0.204,-9.763
47,40.743,15.166,12.333,13.006,-0.027,0.041,0.363,0.931,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.931,-0.000,-0.002,0.000,0.937,0.204,-9.763
48,41.445,15.463,12.607,13.026,-0.027,0.040,0.363,0.931,0.000,0.000,0.000,-1.000,-0.027,0.040,0.363,0.931,-0.000,-0.000,0.000,0.927,0.204,-9.764
49,42.213,15.789,12.907,13.048,-0.027,0.041,0.363,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.930,-0.000,0.001,0.000,0.933,0.204,-9.763
50,42.915,16.086,13.181,13.068,-0.027,0.041,0.363,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.930,-0.000,-0.000,0.000,0.936,0.204,-9.763
51,43.717,16.425,13.494,13.091,-0.027,0.040,0.363,0.930,0.000,0.000,0.000,-1.000,-0.027,0.040,0.363,0.930,-0.000,-0.000,0.000,0.931,0.204,-9.764
52,44.419,16.722,13.768,13.111,-0.027,0.041,0.363,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.363,0.930,-0.000,0.000,0.000,0.932,0.204,-9.764
53,45.188,17.047,14.068,13.133,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,0.000,0.000,0.934,0.204,-9.763
54,45.894,17.343,14.342,13.153,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,-0.000,0.000,0.933,0.204,-9.763
55,46.662,17.668,14.642,13.175,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,0.000,0.000,0.932,0.204,-9.763
56,47.364,17.965,14.916,13.195,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,0.000,0.000,0.933,0.204,-9.763
57,48.166,18.303,15.230,13.218,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,-0.000,0.000,0.933,0.204,-9.763
58,48.868,18.600,15.504,13.238,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,-0.000,0.000,0.932,0.204,-9.763
59,49.971,19.065,15.936,13.270,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,0.000,0.000,0.933,0.204,-9.763
60,50.739,19.404,16.249,13.293,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,-0.000,0.000,0.933,0.204,-9.763
61,51.441,19.700,16.524,13.313,-0.027,0.041,0.364,0.930,0.000,0.000,0.000,-1.000,-0.027,0.041,0.364,0.930,-0.000,-0.000,0.000,0.932,0.204,-9.763
62,52.243,20.042,16.841,13.334,-0.017,0.016,0.365,0.931,0.000,0.000,0.000,-1.000,-0.017,0.016,0.365,0.931,0.000,-0.080,-0.001,0.417,0.203,-9.796
63,52.945,20.343,17.120,13.354,-0.015,0.009,0.364,0.931,0.000,0.000,0.000,-1.000,-0.015,0.009,0.364,0.931,0.000,0.033,-0.001,0.267,0.203,-9.798
64,53.714,20.672,17.425,13.379,-0.021,0.025,0.364,0.931,0.000,0.000,0.000,-1.000,-0.021,0.025,0.364,0.931,0.000,0.029,-0.001,0.619,0.203,-9.789
65,54.415,20.975,17.705,13.402,-0.020,0.023,0.363,0.931,0.000,0.000,0.000,-1.000,-0.020,0.023,0.363,0.931,0.000,-0.030,-0.001,0.569,0.203,-9.792
66,55.184,21.306,18.012,13.426,-0.017,0.015,0.363,0.931,0.000,0.000,0.000,-1.000,-0.017,0.015,0.363,0.931,0.000,-0.003,-0.001,0.400,0.203,-9.797
67,55.919,21.624,18.305,13.451,-0.019,0.020,0.363,0.931,0.000,0.000,0.000,-1.000,-0.019,0.020,0.363,0.931,0.000,0.018,-0.001,0.494,0.203,-9.795
68,56.688,21.956,18.611,13.477,-0.020,0.022,0.362,0.932,0.000,0.000,0.000,-1.000,-0.020,0.022,0.362,0.932,0.000,-0.006,-0.001,0.539,0.203,-9.794
69,57.390,22.259,18.890,13.501,-0.018,0.019,0.362,0.932,0.000,0.000,0.000,-1.000,-0.018,0.019,0.362,0.932,0.000,-0.007,-0.001,0.473,0.203,-9.796
70,58.158,22.592,19.196,13.527,-0.018,0.019,0.362,0.932,0.000,0.000,0.000,-1.000,-0.018,0.019,0.362,0.932,0.000,0.006,-0.001,0.476,0.203,-9.796
71,58.860,22.895,19.474,13.552,-0.019,0.020,0.361,0.932,0.000,0.000,0.000,-1.000,-0.019,0.020,0.361,0.932,0.000,0.002,-0.001,0.510,0.203,-9.795
72,59.996,23.388,19.925,13.591,-0.019,0.019,0.361,0.932,0.000,0.000,0.000,-1.000,-0.019,0.019,0.361,0.932,0.000,-0.002,-0.001,0.484,0.203,-9.796
73,60.765,23.722,20.230,13.617,-0.019,0.020,0.360,0.932,0.000,0.000,0.000,-1.000,-0.019,0.020,0.360,0.932,0.000,0.002,-0.001,0.490,0.203,-9.795
74,61.467,24.026,20.508,13.642,-0.019,0.020,0.360,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.360,0.933,0.000,0.000,-0.001,0.499,0.203,-9.795
75,62.235,24.360,20.812,13.669,-0.019,0.020,0.359,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.359,0.933,0.000,-0.001,-0.001,0.493,0.203,-9.795
76,62.937,24.666,21.089,13.693,-0.019,0.020,0.359,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.359,0.933,0.000,0.000,-0.001,0.490,0.203,-9.796
77,63.706,25.015,21.406,13.721,-0.019,0.020,0.359,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.359,0.933,0.000,0.000,-0.001,0.495,0.203,-9.795
78,64.441,25.335,21.696,13.747,-0.019,0.020,0.358,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.358,0.933,0.000,-0.000,-0.001,0.495,0.203,-9.795
79,65.209,25.671,22.000,13.774,-0.019,0.020,0.358,0.933,0.000,0.000,0.000,-1.000,-0.019,0.020,0.358,0.933,0.000,0.000,-0.001,0.493,0.203,-9.795
80,65.911,25.977,22.276,13.798,-0.019,0.020,0.357,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.357,0.934,0.000,0.000,-0.001,0.494,0.203,-9.795
81,66.681,26.313,22.579,13.825,-0.019,0.020,0.357,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.357,0.934,0.000,-0.000,-0.001,0.495,0.203,-9.795
82,67.381,26.620,22.855,13.850,-0.019,0.020,0.357,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.357,0.934,0.000,-0.000,-0.001,0.494,0.203,-9.795
83,68.150,26.957,23.158,13.877,-0.019,0.020,0.356,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.356,0.934,0.000,0.000,-0.001,0.494,0.203,-9.795
84,68.886,27.279,23.447,13.902,-0.019,0.020,0.356,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.356,0.934,0.000,0.000,-0.001,0.495,0.203,-9.795
85,69.654,27.617,23.748,13.929,-0.019,0.020,0.355,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.355,0.934,0.000,-0.000,-0.001,0.495,0.203,-9.795
86,70.356,27.925,24.024,13.954,-0.019,0.020,0.355,0.934,0.000,0.000,0.000,-1.000,-0.019,0.020,0.355,0.934,0.000,0.000,-0.001,0.495,0.203,-9.795
87,71.458,28.410,24.456,13.992,-0.019,0.020,0.354,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.354,0.935,0.000,0.000,-0.001,0.495,0.203,-9.795
88,72.227,28.748,24.757,14.019,-0.019,0.020,0.354,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.354,0.935,0.000,0.000,-0.001,0.495,0.203,-9.795
89,72.929,29.057,25.032,14.044,-0.019,0.020,0.354,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.354,0.935,0.000,0.000,-0.001,0.495,0.203,-9.795
90,73.731,29.411,25.346,14.072,-0.019,0.020,0.353,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.353,0.935,0.000,0.000,-0.001,0.495,0.203,-9.795
91,74.433,29.721,25.620,14.096,-0.019,0.020,0.353,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.353,0.935,0.000,0.000,-0.001,0.496,0.203,-9.795
92,75.203,30.061,25.920,14.123,-0.019,0.020,0.352,0.935,0.000,0.000,0.000,-1.000,-0.019,0.020,0.352,0.935,0.000,0.000,-0.001,0.496,0.203,-9.795
93,75.906,30.371,26.194,14.148,-0.019,0.020,0.352,0.936,0.000,0.000,0.000,-1.000,-0.019,0.020,0.352,0.936,0.000,0.000,-0.001,0.496,0.203,-9.795
94,76.674,30.725,26.506,14.176,-0.022,0.028,0.352,0.935,0.000,0.000,0.000,-1.000,-0.022,0.028,0.352,0.935,0.000,0.025,-0.001,0.657,0.203,-9.787
95,77.375,31.035,26.778,14.201,-0.022,0.030,0.351,0.935,0.000,0.000,0.000,-1.000,-0.022,0.030,0.351,0.935,0.000,-0.010,-0.001,0.703,0.203,-9.785
96,78.144,31.374,27.075,14.227,-0.020,0.025,0.351,0.936,0.000,0.000,0.000,-1.000,-0.020,0.025,0.351,0.936,0.000,-0.009,-0.001,0.596,0.203,-9.789
97,78.879,31.698,27.360,14.252,-0.021,0.026,0.351,0.936,0.000,0.000,0.000,-1.000,-0.021,0.026,0.351,0.936,0.000,0.009,-0.001,0.614,0.203,-9.788
98,79.647,32.037,27.657,14.278,-0.022,0.028,0.351,0.936,0.000,0.000,0.000,-1.000,-0.022,0.028,0.351,0.936,0.000,0.000,-0.001,0.662,0.203,-9.786
99,80.349,32.347,27.928,14.302,-0.021,0.027,0.351,0.936,0.000,0.000,0.000,-1.000,-0.021,0.027,0.351,0.936,0.000,-0.005,-0.001,0.634,0.203,-9.788
100,81.451,32.834,28.354,14.338,-0.021,0.026,0.350,0.936,0.000,0.000,0.000,-1.000,-0.021,0.026,0.350,0.936,0.000,0.003,-0.001,0.630,0.203,-9.788
101,82.220,33.174,28.650,14.364,-0.021,0.027,0.350,0.936,0.000,0.000,0.000,-1.000,-0.021,0.027,0.350,0.936,0.000,-0.000,-0.001,0.644,0.203,-9.787
102,82.922,33.484,28.921,14.388,-0.021,0.027,0.350,0.936,0.000,0.000,0.000,-1.000,-0.021,0.027,0.350,0.936,0.000,-0.002,-0.001,0.634,0.203,-9.787
103,83.724,33.839,29.230,14.414,-0.021,0.027,0.349,0.936,0.000,0.000,0.000,-1.000,-0.021,0.027,0.349,0.936,0.000,0.001,-0.001,0.631,0.203,-9.788
104,84.425,34.150,29.501,14.438,-0.021,0.027,0.349,0.936,0.000,0.000,0.000,-1.000,-0.021,0.027,0.349,0.936,0.000,0.001,-0.001,0.638,0.203,-9.787
105,85.194,34.491,29.797,14.463,-0.021,0.027,0.349,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.349,0.937,0.000,-0.001,-0.001,0.636,0.203,-9.787
106,85.897,34.802,30.067,14.487,-0.021,0.027,0.349,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.349,0.937,0.000,-0.000,-0.001,0.634,0.203,-9.787
107,86.664,35.143,30.363,14.512,-0.021,0.027,0.349,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.349,0.937,0.000,0.000,-0.001,0.635,0.203,-9.787
108,87.366,35.454,30.633,14.535,-0.021,0.027,0.348,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.348,0.937,0.000,-0.000,-0.001,0.636,0.203,-9.787
109,88.503,35.959,31.070,14.573,-0.021,0.027,0.348,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.348,0.937,0.000,0.000,-0.001,0.635,0.203,-9.787
110,89.271,36.301,31.366,14.598,-0.021,0.027,0.348,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.348,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
111,89.973,36.628,31.648,14.623,-0.021,0.027,0.347,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.347,0.937,0.000,-0.000,-0.001,0.636,0.203,-9.787
112,90.741,36.970,31.943,14.648,-0.021,0.027,0.347,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.347,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
113,91.443,37.282,32.213,14.672,-0.021,0.027,0.347,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.347,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
114,92.212,37.625,32.508,14.697,-0.021,0.027,0.347,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.347,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
115,92.914,37.938,32.777,14.720,-0.021,0.027,0.347,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.347,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
116,93.716,38.295,33.084,14.747,-0.021,0.027,0.346,0.937,0.000,0.000,0.000,-1.000,-0.021,0.027,0.346,0.937,0.000,0.000,-0.001,0.636,0.203,-9.787
117,94.418,38.608,33.353,14.770,-0.021,0.027,0.346,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.346,0.938,0.000,0.000,-0.001,0.636,0.203,-9.787
118,95.187,38.952,33.647,14.795,-0.021,0.027,0.346,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.346,0.938,0.000,0.000,-0.001,0.636,0.203,-9.787
119,95.890,39.265,33.916,14.819,-0.021,0.027,0.346,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.346,0.938,0.000,0.000,-0.001,0.636,0.203,-9.787
120,96.657,39.609,34.210,14.844,-0.021,0.027,0.345,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.345,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
121,97.393,39.938,34.491,14.868,-0.021,0.027,0.345,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.345,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
122,98.161,40.282,34.785,14.894,-0.021,0.027,0.345,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.345,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
123,98.863,40.596,35.053,14.917,-0.021,0.027,0.345,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.345,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
124,99.965,41.090,35.475,14.954,-0.021,0.027,0.344,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.344,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
125,100.734,41.434,35.768,14.979,-0.021,0.027,0.344,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.344,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
126,101.436,41.749,36.036,15.002,-0.021,0.027,0.344,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.344,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
127,102.205,42.094,36.329,15.028,-0.021,0.027,0.344,0.938,0.000,0.000,0.000,-1.000,-0.021,0.027,0.344,0.938,0.000,0.000,-0.001,0.637,0.203,-9.787
128,102.940,42.432,36.608,14.900,-0.016,0.015,0.307,0.952,0.000,0.000,0.000,-1.000,-0.016,0.016,0.308,0.951,0.007,-0.037,-0.104,0.268,0.173,-10.198
129,103.709,42.723,36.828,14.555,-0.014,0.011,0.273,0.962,0.000,0.000,0.000,-1.000,-0.014,0.011,0.273,0.962,0.002,0.008,-0.088,0.182,0.164,-9.963
130,104.410,42.961,36.988,14.257,-0.019,0.025,0.271,0.962,0.000,0.000,0.000,-1.000,-0.019,0.025,0.271,0.962,0.000,0.045,0.004,0.601,0.202,-9.597
131,105.179,43.238,37.164,14.041,-0.020,0.030,0.272,0.962,0.000,0.000,0.000,-1.000,-0.020,0.030,0.272,0.962,0.000,-0.017,0.003,0.713,0.204,-9.674
132,105.881,43.515,37.337,13.900,-0.017,0.023,0.273,0.962,0.000,0.000,0.000,-1.000,-0.017,0.023,0.273,0.962,0.000,-0.013,0.002,0.565,0.205,-9.714
133,106.649,43.845,37.541,13.788,-0.015,0.014,0.273,0.962,0.000,0.000,0.000,-1.000,-0.015,0.014,0.273,0.962,0.000,-0.021,0.000,0.375,0.205,-9.745
134,107.351,44.165,37.738,13.714,-0.015,0.014,0.273,0.962,0.000,0.000,0.000,-1.000,-0.015,0.014,0.273,0.962,0.000,0.018,-0.000,0.375,0.204,-9.758
135,108.488,44.715,38.077,13.635,-0.017,0.021,0.273,0.962,0.000,0.000,0.000,-1.000,-0.017,0.021,0.273,0.962,0.000,-0.003,-0.001,0.517,0.203,-9.768
136,109.256,45.108,38.318,13.602,-0.016,0.019,0.272,0.962,0.000,0.000,0.000,-1.000,-0.016,0.019,0.272,0.962,0.000,-0.004,-0.001,0.458,0.203,-9.775
137,109.958,45.476,38.545,13.583,-0.016,0.020,0.272,0.962,0.000,0.000,0.000,-1.000,-0.016,0.020,0.272,0.962,0.000,0.007,-0.001,0.469,0.202,-9.779
138,110.726,45.886,38.797,13.572,-0.017,0.022,0.272,0.962,0.000,0.000,0.000,-1.000,-0.017,0.022,0.272,0.962,0.000,0.002,-0.001,0.504,0.202,-9.781
139,111.429,46.263,39.029,13.569,-0.017,0.021,0.271,0.962,0.000,0.000,0.000,-1.000,-0.017,0.021,0.271,0.962,0.000,-0.004,-0.001,0.484,0.202,-9.785
140,112.197,46.678,39.284,13.571,-0.016,0.020,0.271,0.962,0.000,0.000,0.000,-1.000,-0.016,0.020,0.271,0.962,0.000,0.001,-0.001,0.468,0.202,-9.788
141,112.900,47.057,39.516,13.579,-0.017,0.021,0.270,0.962,0.000,0.000,0.000,-1.000,-0.017,0.021,0.270,0.962,0.000,0.002,-0.001,0.480,0.202,-9.789
142,113.668,47.472,39.770,13.590,-0.017,0.021,0.270,0.963,0.000,0.000,0.000,-1.000,-0.017,0.021,0.270,0.963,0.000,-0.001,-0.001,0.479,0.202,-9.791
